epoch,step,train_loss,train_acc,val_loss,val_acc,num_params,test_acc,rank
1,299,1.9174742094039916,0.241325,1.9232640571594237,0.2348,2327370,0.2435,2
1,599,1.8472544736862182,0.2965,1.8605357788085937,0.2901,2327370,0.2977,2
2,299,1.7441677305221557,0.338325,1.7562924333572387,0.3362,2327370,0.3406,2
2,599,1.6422864358901978,0.36785,1.676091956138611,0.3567,2327370,0.3662,2
3,299,1.472314175415039,0.430375,1.5024326810836792,0.4257,2327370,0.4249,2
3,599,1.3495245868682861,0.496375,1.3895140508651733,0.4829,2327370,0.4858,2
4,299,1.290510276222229,0.5349,1.3590509237289428,0.5121,2327370,0.5167,2
4,599,1.2537747206687928,0.5293,1.315833362197876,0.5017,2327370,0.51,2
5,299,1.3261659165382385,0.505675,1.3961713693618774,0.4811,2327370,0.4853,2
5,599,1.157054132270813,0.580225,1.2381020921707153,0.5532,2327370,0.5532,2
6,299,1.2405223168373107,0.55005,1.3274061981201173,0.5248,2327370,0.5241,2
6,599,1.102211080265045,0.59905,1.1873540102005005,0.5713,2327370,0.5672,2
7,299,1.1461195337295533,0.592875,1.2363574769973755,0.5677,2327370,0.5654,2
7,599,1.066476605129242,0.600625,1.1755502466201782,0.57,2327370,0.5681,2
8,299,1.082396019077301,0.610375,1.213070325756073,0.5736,2327370,0.575,2
8,599,1.1310185194015503,0.598325,1.2705130477905273,0.5616,2327370,0.5613,2
9,299,0.9836055998802185,0.64915,1.1340370034217835,0.6057,2327370,0.6069,2
9,599,1.078659223651886,0.6191,1.2223059928894042,0.5809,2327370,0.5785,2
10,299,0.9484683082580566,0.6675,1.1175629138946532,0.6173,2327370,0.624,2
10,599,0.9391262445926666,0.663675,1.088974150466919,0.6139,2327370,0.6174,2
11,299,0.9628998030662537,0.6603,1.1332852027893066,0.6073,2327370,0.6079,2
11,599,0.8975861041069031,0.682475,1.071048448944092,0.6295,2327370,0.6306,2
12,299,0.9643674858093262,0.653675,1.1514069935798645,0.6047,2327370,0.6052,2
12,599,0.8917501412391663,0.6876,1.0722493278503418,0.6351,2327370,0.6245,2
13,299,0.9031148664474488,0.6855,1.090179754447937,0.6287,2327370,0.6238,2
13,599,0.8903631377220154,0.685775,1.1014626561164855,0.6241,2327370,0.6261,2
14,299,0.8894922833442688,0.68905,1.1116279340744017,0.6305,2327370,0.6278,2
14,599,0.9472999813079834,0.6677,1.133532463645935,0.6125,2327370,0.6182,2
15,299,0.9098930510044098,0.6788,1.1240617866516114,0.6192,2327370,0.6148,2
15,599,0.8310248223781586,0.71275,1.060774494934082,0.6436,2327370,0.6371,2
16,299,0.7811619990348816,0.728,1.0455133884429932,0.6497,2327370,0.6537,2
16,599,0.7951694396018982,0.723975,1.0438276792526244,0.651,2327370,0.6462,2
17,299,0.8188362862586975,0.714575,1.0957120250701904,0.6357,2327370,0.6383,2
17,599,0.7736477620601654,0.730725,1.0592525792121887,0.6532,2327370,0.6496,2
18,299,0.764483760023117,0.738075,1.0686979362487794,0.6479,2327370,0.6526,2
18,599,0.7578997161865234,0.73825,1.0247901786804199,0.6585,2327370,0.6562,2
19,299,0.7319164575576782,0.7484,1.0245835332870483,0.6656,2327370,0.6645,2
19,599,0.726747190284729,0.745275,1.0540064178466797,0.6512,2327370,0.6527,2
20,299,0.773660102891922,0.738275,1.1147843872070313,0.6491,2327370,0.6426,2
20,599,0.69386233086586,0.759275,1.0292780467987062,0.6608,2327370,0.6618,2
21,299,0.704602077960968,0.757775,1.1081422275543213,0.6562,2327370,0.6626,2
21,599,0.7060017798900604,0.7589,1.0649212226867675,0.6598,2327370,0.6595,2
22,299,0.6976347526073455,0.755025,1.0708308256149293,0.6536,2327370,0.6549,2
22,599,0.6886342716693878,0.7625,1.0778924075126648,0.6535,2343754,0.6576,4
23,299,0.6960323239326477,0.761575,1.071074752998352,0.6627,2343754,0.6594,4
23,599,0.6618747622966766,0.774275,1.0499669710159303,0.669,2343754,0.6601,4
24,299,0.6204017544746399,0.788,1.0359924102783202,0.6705,2343754,0.6726,4
24,599,0.6628983119010925,0.769925,1.0894716423034667,0.6626,2343754,0.6609,4
25,299,0.6410615228176116,0.77485,1.0817958335876465,0.662,2343754,0.6654,4
25,599,0.6594360221862793,0.77255,1.073015465927124,0.6629,2343754,0.6627,4
26,299,0.6329874683380127,0.780625,1.1129210774898528,0.6603,2343754,0.6567,4
26,599,0.626331235074997,0.78465,1.061991883277893,0.6663,2343754,0.6624,4
27,299,0.6228530045032501,0.7825,1.0981471645355225,0.6616,2343754,0.6674,4
27,599,0.6187956092357636,0.78855,1.0974428301811219,0.666,2343754,0.6669,4
28,299,0.6475688366889953,0.777325,1.1046892728805542,0.6511,2343754,0.6531,4
28,599,0.5796901364803314,0.801175,1.0601921451568603,0.6733,2343754,0.6709,4
29,299,0.6058456870555877,0.788975,1.110913669204712,0.6615,2343754,0.664,4
29,599,0.5343266170501709,0.817125,1.0252425134658814,0.6772,2343754,0.6796,4
30,299,0.5865879809856415,0.802825,1.174142554950714,0.6594,2343754,0.6662,4
30,599,0.6209703570842743,0.795625,1.2071177419662475,0.6699,2343754,0.667,4
