epoch,step,train_loss,train_acc,val_loss,val_acc,num_params,test_acc
1,299,1.7020278324127198,0.33745,1.706146830368042,0.3443,23272266,0.3415
1,599,1.4145089681625367,0.476625,1.4209290510177612,0.4721,23272266,0.4713
2,299,1.2604533531188964,0.54155,1.2817123249053954,0.5327,23272266,0.5285
2,599,1.1423618495941161,0.5878,1.1764384819030762,0.5773,23272266,0.5767
3,299,1.2447598732948304,0.572225,1.3037484451293946,0.5556,23272266,0.5588
3,599,1.0004882740020753,0.64585,1.0687270461082459,0.6206,23272266,0.6214
4,299,0.9650211318016052,0.660775,1.0292132524490356,0.6416,23272266,0.6394
4,599,0.926489542388916,0.677325,1.014899350452423,0.6485,23272266,0.6503
5,299,0.8439768810749054,0.70485,0.9522264966011047,0.6629,23272266,0.6651
5,599,0.8271303639888763,0.710975,0.9517440563201904,0.6748,23272266,0.6704
6,299,0.7575071032524109,0.735825,0.8948919119834899,0.6888,23272266,0.6922
6,599,0.7318620051860809,0.746425,0.882211847114563,0.6965,23272266,0.6959
7,299,0.7617050457954406,0.73415,0.9416189182281494,0.6785,23272266,0.6876
7,599,0.6676628117084503,0.767975,0.8520890604019165,0.7088,23272266,0.7142
8,299,0.648162737607956,0.7718,0.8592712000370025,0.7093,23272266,0.7082
8,599,0.6451816356658936,0.78005,0.8457971053123474,0.7116,23272266,0.7102
9,299,0.627694316959381,0.780875,0.8734294401168823,0.7034,23272266,0.7088
9,599,0.6138424362182617,0.788925,0.8724541088581085,0.7055,23272266,0.7144
10,299,0.5943796679019928,0.79505,0.871669327545166,0.7112,23272266,0.7106
10,599,0.5540404489994049,0.80815,0.8479619602203369,0.7123,23272266,0.7184
11,299,0.5441498334407806,0.8102,0.8695601453781128,0.716,23272266,0.7233
11,599,0.550188871049881,0.8094,0.8703383556365967,0.7128,23272266,0.7183
12,299,0.47006388003826144,0.838,0.8486506347179413,0.7293,23272266,0.7326
12,599,0.5450998738288879,0.8127,0.9033361800193787,0.7133,23272266,0.7123
13,299,0.474061700630188,0.83515,0.8905077059268951,0.7219,23272266,0.7221
13,599,0.4457628606081009,0.846325,0.8910519089698792,0.7223,23272266,0.7234
14,299,0.43688962094783784,0.849925,0.890584681892395,0.7159,23272266,0.7215
14,599,0.40606043090820315,0.860175,0.878722024154663,0.7241,23272266,0.7254
15,299,0.4139956640481949,0.85625,0.9152880990982055,0.7174,23272266,0.7165
15,599,0.40258715801239014,0.862175,0.9014651348114013,0.7169,23272266,0.7251
16,299,0.4185312814474106,0.85455,0.9851076850891113,0.7145,23272266,0.7195
16,599,0.38286293194293974,0.868625,0.9389171640396118,0.7155,23272266,0.727
17,299,0.36560368497371676,0.873675,0.9532905429840088,0.7231,23272266,0.7185
17,599,0.35372017798423766,0.878925,0.9842986380577088,0.7216,23272266,0.7198
18,299,0.3498040612578392,0.88,1.0068941219329834,0.7119,23272266,0.7166
18,599,0.3100190916776657,0.89275,0.9660460653305054,0.7321,23272266,0.7325
19,299,0.3484375556111336,0.880125,1.0006364629745483,0.7216,23272266,0.72
19,599,0.3201431988954544,0.8905,0.9875520228385926,0.7224,23272266,0.7219
20,299,0.29089878274202347,0.900975,0.9657869364738464,0.7247,23272266,0.7236
20,599,0.26345599044561385,0.90975,0.9723412473678589,0.7346,23272266,0.7355
21,299,0.2733605386734009,0.904975,1.1296181343078613,0.7214,23272266,0.7257
21,599,0.29473236705064776,0.9012,1.0597243916511536,0.7139,23272266,0.7187
22,299,0.2874116677284241,0.902275,1.0506801936149597,0.7232,23272266,0.7241
22,599,0.2743844528079033,0.907325,1.1225554559707642,0.714,23272266,0.719
23,299,0.2761034492611885,0.90695,1.0965168781280517,0.7195,23272266,0.7227
23,599,0.26535266121029855,0.909225,1.131623440170288,0.7193,23272266,0.7252
24,299,0.23734396676421166,0.9177,1.2552472005844115,0.7185,23272266,0.7232
24,599,0.21457711557745934,0.927125,1.115213520336151,0.7204,23272266,0.7294
25,299,0.22022952798008918,0.925275,1.2357450075149536,0.7263,23272266,0.7191
25,599,0.23650049005150794,0.9197,1.0765618132591248,0.7249,23272266,0.7248
26,299,0.21548758690953254,0.92965,1.1995662010192871,0.7229,23272266,0.7229
26,599,0.1977925665795803,0.93305,1.1421236395835876,0.7275,23272266,0.7264
27,299,0.18020418167710303,0.938425,1.201638880777359,0.7264,23272266,0.7276
27,599,0.2189298582673073,0.925525,1.15680550365448,0.7164,23272266,0.7177
28,299,0.19011221119761468,0.93605,1.2258996223449707,0.7213,23272266,0.7208
28,599,0.19166021421849727,0.9345,1.2040145483016969,0.7212,23272266,0.7236
29,299,0.1677615783393383,0.94465,1.2806967559814453,0.7276,23272266,0.7293
29,599,0.1967078247487545,0.933275,1.2031207502365113,0.7186,23272266,0.7185
30,299,0.1609756769657135,0.94505,1.2392600608825683,0.7215,23272266,0.7302
30,599,0.19932977185845374,0.93095,1.244037747192383,0.7153,23272266,0.7238
31,299,0.15770036660730838,0.94495,1.2546816429138183,0.7247,23272266,0.7289
31,599,0.17297566969096662,0.942625,1.287800015258789,0.7197,23272266,0.7212
32,299,0.14550325192511082,0.9502,1.309361550426483,0.7322,23272266,0.7305
32,599,0.21167007707953453,0.929675,1.4254077592849732,0.7078,23272266,0.7195
33,299,0.21271565103530884,0.930825,1.362789598083496,0.711,23272266,0.7125
33,599,0.184552318829298,0.9383,1.3250881374359131,0.7175,23272266,0.7237
34,299,0.16089521625339984,0.94675,1.3840068426132202,0.7249,23272266,0.7296
34,599,0.1310550731047988,0.955575,1.3913954959869386,0.7254,23272266,0.7232
35,299,0.1388774270683527,0.9515,1.3830612023353577,0.7299,23272266,0.7277
35,599,0.18147591581344605,0.93795,1.3225771915435791,0.7202,23272266,0.7142
36,299,0.2121872163414955,0.9343,1.4196032421112061,0.7148,23272266,0.7126
36,599,0.16429909696877001,0.946325,1.4377984922409057,0.7155,23272266,0.7243
37,299,0.14506858321428298,0.952225,1.4376714744567871,0.7218,23272266,0.7304
37,599,0.14211315143406392,0.95185,1.448802393913269,0.727,23272266,0.7252
38,299,0.16921637635827064,0.9464,1.5519550971984863,0.7155,23272266,0.7218
38,599,0.13151101103276014,0.95505,1.418360933494568,0.7269,23272266,0.7317
39,299,0.16047361541539432,0.948075,1.4974796928405762,0.7188,23272266,0.7175
39,599,0.1296705133035779,0.956325,1.396759038734436,0.7226,23272266,0.7258
40,299,0.1329968244984746,0.956425,1.5320284290313722,0.7201,23272266,0.7198
40,599,0.1431653362572193,0.952275,1.3898958040237426,0.7229,23272266,0.7168
41,299,0.12095626497715711,0.96045,1.5848967418670654,0.7202,23272266,0.7293
41,599,0.13034562485665083,0.95615,1.5607159934997559,0.7175,23272266,0.7174
42,299,0.10981568971425294,0.963675,1.5170744691848754,0.727,23272266,0.7316
42,599,0.12421389737129211,0.9584,1.5080376983642578,0.7221,23272266,0.7245
43,299,0.13309626283347606,0.95725,1.4743000263214112,0.7212,23272266,0.7224
43,599,0.12756670348793267,0.958175,1.5740062871932983,0.7215,23272266,0.7236
44,299,0.13579250884950161,0.955925,1.5178338424682618,0.7193,23272266,0.7187
44,599,0.14247099522650242,0.955075,1.7561792913436889,0.7144,23272266,0.7238
45,299,0.13089797074198722,0.956125,1.5939716475486756,0.7173,23272266,0.7207
45,599,0.14758947110772133,0.95325,1.4922500281333924,0.7176,23272266,0.7187
46,299,0.12869841441214083,0.957625,1.433027041721344,0.7187,23272266,0.7263
46,599,0.11466264437139034,0.9639,1.4578160596847534,0.7258,23272266,0.7252
47,299,0.11609702854007482,0.9627,1.7481594263076783,0.7145,23272266,0.7234
47,599,0.10470629512891173,0.96545,1.6801744747161864,0.7227,23272266,0.7233
48,299,0.10340213664472103,0.964475,1.5115101276397704,0.7309,23272266,0.7309
48,599,0.10597120182216167,0.965275,1.5485754295349121,0.7213,23272266,0.7272
49,299,0.10498153551071883,0.9666,1.5893605062484741,0.727,23272266,0.7266
49,599,0.12129713007584214,0.96365,1.7752111528396606,0.7215,23272266,0.7267
50,299,0.09021612388342619,0.971975,1.5211387877464295,0.7297,23272266,0.7261
50,599,0.0912714674808085,0.970075,1.5019747163772583,0.7238,23272266,0.732
